wav_filename,wav_filesize,transcript,transcrip_size
/home/data/images/iam/lines/b01/b01-094/b01-094-08.png,39410,itself a government which all outsiders,39
/home/data/images/iam/lines/b02/b02-013/b02-013-01.png,46911,advocate putting off any approach until,39
/home/data/images/iam/lines/b02/b02-035/b02-035-10.png,61862,it by saying that the revision would be,39
/home/data/images/iam/lines/b03/b03-104/b03-104-08.png,36112,any reason why the centigrade countries,39
/home/data/images/iam/lines/b04/b04-187/b04-187-05.png,32753,of public taste has launched many great,39
/home/data/images/iam/lines/b06/b06-008/b06-008-07.png,36643,that his policy was to make his country,39
/home/data/images/iam/lines/b06/b06-059/b06-059-08.png,28137,clarification of the issues can bring a,39
/home/data/images/iam/lines/b06/b06-064/b06-064-05.png,62298,workers who are beginning to understand,39
/home/data/images/iam/lines/b06/b06-090/b06-090-01.png,21904,and lay the basis for the defeat of the,39
/home/data/images/iam/lines/c01/c01-009/c01-009-02.png,38362,story into a concentrated comprehensive,39
/home/data/images/iam/lines/c03/c03-021a/c03-021a-02.png,65117,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-021d/c03-021d-02.png,85433,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-096c/c03-096c-03.png,83345,of the ineffectuality with which he had,39
/home/data/images/iam/lines/c04/c04-039/c04-039-07.png,75006,performance as the master mind behind a,39
/home/data/images/iam/lines/e01/e01-025/e01-025-04.png,98666,but it would take more than a temporary,39
/home/data/images/iam/lines/e07/e07-072/e07-072-08.png,25512,no real substitute for clay that can be,39
/home/data/images/iam/lines/e07/e07-079/e07-079-02.png,24695,and difficult things to accommodate and,39
/home/data/images/iam/lines/f02/f02-038/f02-038-05.png,35928,desire on the part of all concerned for,39
/home/data/images/iam/lines/g06/g06-045b/g06-045b-04.png,46435,was being cultivated with extraordinary,39
/home/data/images/iam/lines/g06/g06-047j/g06-047j-04.png,30687,an increasing number of disciples among,39
/home/data/images/iam/lines/g06/g06-047m/g06-047m-05.png,23353,unorthodox medical men in the cities of,39
/home/data/images/iam/lines/h04/h04-000/h04-000-01.png,72400,was appreciably higher in families with,39
/home/data/images/iam/lines/r03/r03-007/r03-007-07.png,22334,holiday while the whole transaction was,39
/home/data/images/iam/lines/r06/r06-044/r06-044-10.png,66782,informing them that he was on the point,39
/home/data/images/iam/lines/r06/r06-053/r06-053-08.png,66327,labourer was able to return to work the,39
/home/data/images/iam/lines/r06/r06-066/r06-066-08.png,72189,could catch the taste of dead dreams on,39
/home/data/images/iam/lines/r06/r06-121/r06-121-10.png,54423,the pictures just for the fun of it was,39
/home/data/images/iam/lines/a01/a01-063u/a01-063u-08.png,52384,quickly point out that this is money due,40
/home/data/images/iam/lines/a01/a01-072u/a01-072u-04.png,45540,rejection of it is a painful blow to the,40
/home/data/images/iam/lines/a01/a01-102/a01-102-09.png,71974,from the real problems to fiddling about,40
/home/data/images/iam/lines/a01/a01-102u/a01-102u-07.png,42613,have descended from the real problems to,40
/home/data/images/iam/lines/a01/a01-128u/a01-128u-08.png,52609,the proposed changes the net cost of the,40
/home/data/images/iam/lines/a04/a04-043/a04-043-07.png,20146,must have nuclear weapons so long as the,40
/home/data/images/iam/lines/a04/a04-103/a04-103-06.png,26683,in preventing a nuclear war as a neutral,40
/home/data/images/iam/lines/a05/a05-017/a05-017-09.png,47095,engagement would probably have to be for,40
/home/data/images/iam/lines/a05/a05-048/a05-048-09.png,38422,mobilise reserves necessary to bring the,40
/home/data/images/iam/lines/a06/a06-004/a06-004-07.png,54887,and property dealers who form a chain of,40
/home/data/images/iam/lines/a06/a06-152/a06-152-01.png,29974,determination is the intention to impose,40
/home/data/images/iam/lines/b01/b01-057/b01-057-05.png,36789,idea that moral regeneration would solve,40
/home/data/images/iam/lines/b04/b04-000/b04-000-01.png,19150,stands at the centre of an international,40
/home/data/images/iam/lines/b04/b04-175/b04-175-02.png,27468,that in the most prosperous days in this,40
/home/data/images/iam/lines/b05/b05-079/b05-079-06.png,26343,local situation calls for an exceptional,40
/home/data/images/iam/lines/b05/b05-098/b05-098-07.png,48960,upbringing and a possible reprieve might,40
/home/data/images/iam/lines/b06/b06-042/b06-042-07.png,32863,which fought for and still stands on the,40
/home/data/images/iam/lines/b06/b06-042/b06-042-10.png,33188,appalled at the character of the current,40
/home/data/images/iam/lines/b06/b06-056/b06-056-02.png,44613,around frantically to overturn them next,40
/home/data/images/iam/lines/b06/b06-059/b06-059-04.png,30515,posed so as to cause doubt and confusion,40
/home/data/images/iam/lines/b06/b06-075/b06-075-04.png,68283,being a law unto themselves and opposing,40
/home/data/images/iam/lines/b06/b06-093/b06-093-05.png,40579,all nuclear strategy and weapons of mass,40
/home/data/images/iam/lines/c01/c01-009/c01-009-01.png,43676,compressed a long and sometimes rambling,40
/home/data/images/iam/lines/c02/c02-017/c02-017-09.png,44398,the miracle becomes exploited by a group,40
/home/data/images/iam/lines/c02/c02-030/c02-030-07.png,59067,recording his personal apocalypse of the,40
/home/data/images/iam/lines/c02/c02-082/c02-082-08.png,68115,well trounced by the critics wherever it,40
/home/data/images/iam/lines/c03/c03-000a/c03-000a-06.png,67666,this unity of conception and control are,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-06.png,87154,advantages to be derived from this unity,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-07.png,80202,of conception and control are everywhere,40
/home/data/images/iam/lines/c03/c03-016a/c03-016a-04.png,61455,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016d/c03-016d-04.png,81528,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016e/c03-016e-04.png,94544,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-021e/c03-021e-05.png,88343,who acts as a protector and comforter to,40
/home/data/images/iam/lines/c03/c03-081f/c03-081f-03.png,74848,in our minds about her if she remained a,40
/home/data/images/iam/lines/c03/c03-087a/c03-087a-03.png,61084,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087b/c03-087b-03.png,80467,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087c/c03-087c-05.png,73027,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-087d/c03-087d-06.png,80738,say whether or not the attempt succeeded,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-02.png,82474,to generate a melodramatic inevitability,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-03.png,74905,which left its central character and the,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-06.png,77538,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-096d/c03-096d-04.png,82867,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/c03/c03-096f/c03-096f-04.png,92264,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/e01/e01-032/e01-032-01.png,46394,threads may be reserved to bring a light,40
/home/data/images/iam/lines/e02/e02-021/e02-021-02.png,104825,needed at the top before the tapering is,40
/home/data/images/iam/lines/e02/e02-074/e02-074-05.png,50354,it enables results to be obtained fairly,40
/home/data/images/iam/lines/e02/e02-082/e02-082-07.png,85884,would unhesitatingly use a machine if it,40
/home/data/images/iam/lines/e04/e04-043/e04-043-06.png,71977,and an outboard motor with a comfortable,40
/home/data/images/iam/lines/e04/e04-083/e04-083-03.png,46980,to allow for the chines to rest in these,40
/home/data/images/iam/lines/e07/e07-012/e07-012-02.png,25189,praying mantis satisfies its voracity by,40
/home/data/images/iam/lines/e07/e07-072/e07-072-10.png,25433,bituminized paper pots which are used on,40
/home/data/images/iam/lines/e07/e07-076/e07-076-08.png,26340,smaller ones and are not normally thrown,40
/home/data/images/iam/lines/e07/e07-083/e07-083-03.png,24702,young man was so wholehearted about this,40
/home/data/images/iam/lines/e07/e07-090/e07-090-08.png,28039,suitable container available in quantity,40
/home/data/images/iam/lines/e07/e07-101/e07-101-06.png,21822,is that soil blocks can only be used for,40
/home/data/images/iam/lines/f01/f01-053/f01-053-01.png,35352,vocabulary to work on the existing store,40
/home/data/images/iam/lines/f02/f02-033/f02-033-09.png,43378,he had made into the problems that beset,40
/home/data/images/iam/lines/f02/f02-038/f02-038-03.png,32852,of the problems of men and women nearing,40
/home/data/images/iam/lines/g01/g01-000/g01-000-06.png,43068,equipped and manned a fleet from his own,40
/home/data/images/iam/lines/g04/g04-003/g04-003-01.png,64170,a walk over the fields while we attended,40
/home/data/images/iam/lines/g06/g06-042a/g06-042a-05.png,25088,known as homoeopathy had been brought to,40
/home/data/images/iam/lines/g06/g06-045m/g06-045m-04.png,24460,cultivated with extraordinary success in,40
/home/data/images/iam/lines/h04/h04-000/h04-000-05.png,67235,and of course with lower tax reliefs and,40
/home/data/images/iam/lines/r02/r02-078/r02-078-06.png,34666,intention of playing the dutiful citizen,40
/home/data/images/iam/lines/r03/r03-007/r03-007-06.png,21661,the hands of a lawyer and go away on her,40
/home/data/images/iam/lines/r03/r03-026/r03-026-07.png,42338,first thing she did was to make an offer,40
/home/data/images/iam/lines/r06/r06-053/r06-053-01.png,64963,an elderly farm labourer out for a shoot,40
/home/data/images/iam/lines/r06/r06-057/r06-057-04.png,69432,and beaches of earth pricked to blood by,40
/home/data/images/iam/lines/a01/a01-077u/a01-077u-07.png,40478,military aides to come up with the answer,41
/home/data/images/iam/lines/a01/a01-096u/a01-096u-09.png,46796,to render that service a hardship to poor,41
/home/data/images/iam/lines/a01/a01-102u/a01-102u-05.png,47655,needs an imaginative architect to improve,41
/home/data/images/iam/lines/a01/a01-132u/a01-132u-01.png,48335,being limited or an adjustment being made,41
/home/data/images/iam/lines/a01/a01-132x/a01-132x-01.png,57564,being limited or an adjustment being made,41
/home/data/images/iam/lines/a03/a03-006/a03-006-07.png,39843,is known for some time to have favoured a,41
/home/data/images/iam/lines/a04/a04-066/a04-066-07.png,30890,to the official document on to opposition,41
/home/data/images/iam/lines/a05/a05-017/a05-017-06.png,41806,not agree that the point has been reached,41
/home/data/images/iam/lines/a05/a05-025/a05-025-01.png,37956,to have come mainly from retired officers,41
/home/data/images/iam/lines/a05/a05-084/a05-084-03.png,45798,attitude of studied calm brought down the,41
/home/data/images/iam/lines/b01/b01-009/b01-009-03.png,22811,holds that it would be a mistake to expel,41
/home/data/images/iam/lines/b01/b01-084/b01-084-06.png,37771,simply on adequate support by the nations,41
/home/data/images/iam/lines/b01/b01-127/b01-127-01.png,35595,maintained an unflinching witness to what,41
/home/data/images/iam/lines/b03/b03-098/b03-098-06.png,36308,centigrade would have got off to a better,41
/home/data/images/iam/lines/b03/b03-114/b03-114-02.png,60784,authorities ganged up to alter the habits,41
/home/data/images/iam/lines/b04/b04-010/b04-010-06.png,25587,show the world that this country does not,41
/home/data/images/iam/lines/b06/b06-068/b06-068-07.png,34869,present a whole new proof that to abandon,41
/home/data/images/iam/lines/c02/c02-007/c02-007-06.png,44163,and greys are not only the colours of the,41
/home/data/images/iam/lines/c02/c02-026/c02-026-03.png,32560,recording every wrinkle and drop of sweat,41
/home/data/images/iam/lines/c02/c02-056/c02-056-07.png,51290,tries to show that it took more than just,41
/home/data/images/iam/lines/c03/c03-000e/c03-000e-06.png,105522,derived from this unity of conception and,41
/home/data/images/iam/lines/c03/c03-016e/c03-016e-09.png,91300,first lover is a sailor who leaves her to,41
/home/data/images/iam/lines/c03/c03-021d/c03-021d-07.png,81417,her his forlorn gift of companionship and,41
/home/data/images/iam/lines/c03/c03-081e/c03-081e-09.png,96172,mance of rare intelligence and restrained,41
/home/data/images/iam/lines/c03/c03-084f/c03-084f-07.png,83265,unfamiliar theme of the destructive power,41
/home/data/images/iam/lines/c03/c03-096a/c03-096a-03.png,69781,the author in spite of the ineffectuality,41
/home/data/images/iam/lines/c03/c03-096a/c03-096a-05.png,69469,hopes that he is not asking us to believe,41
/home/data/images/iam/lines/e07/e07-061/e07-061-08.png,28446,many of the mantis of both types had died,41
/home/data/images/iam/lines/e07/e07-072/e07-072-03.png,21779,in the smaller sizes that the substitutes,41
/home/data/images/iam/lines/e07/e07-072/e07-072-11.png,24963,commercial nurseries for growing tomatoes,41
/home/data/images/iam/lines/e07/e07-083/e07-083-09.png,32969,whereas on larger establishments the pots,41
/home/data/images/iam/lines/f02/f02-030/f02-030-05.png,25865,personnel department or by an approach to,41
/home/data/images/iam/lines/f02/f02-038/f02-038-07.png,28214,and women for life in retirement and more,41
/home/data/images/iam/lines/f02/f02-076/f02-076-06.png,34292,obtained support a rationale for adapting,41
/home/data/images/iam/lines/f02/f02-076/f02-076-08.png,27504,programme to the needs of older employees,41
/home/data/images/iam/lines/g06/g06-011j/g06-011j-02.png,34509,it as much as his health permitted him to,41
/home/data/images/iam/lines/g06/g06-011k/g06-011k-02.png,23875,much as his health permitted him to enjoy,41
/home/data/images/iam/lines/g06/g06-026a/g06-026a-05.png,26322,temporary assumption of the government by,41
/home/data/images/iam/lines/g06/g06-037j/g06-037j-08.png,32102,ous conventional remedies to which he had,41
/home/data/images/iam/lines/g06/g06-047b/g06-047b-04.png,52446,of disciples among unorthodox medical men,41
/home/data/images/iam/lines/r03/r03-115/r03-115-02.png,49068,reception room was too small when divided,41
/home/data/images/iam/lines/r06/r06-066/r06-066-04.png,62585,the ghosts of dead monarchs and brilliant,41
/home/data/images/iam/lines/r06/r06-111/r06-111-04.png,53088,she felt small flats were altogether more,41
/home/data/images/iam/lines/a01/a01-007u/a01-007u-02.png,51691,sentiment would still favour the abolition,42
/home/data/images/iam/lines/a01/a01-030x/a01-030x-07.png,51629,no right to delay progress in the talks by,42
/home/data/images/iam/lines/a01/a01-049/a01-049-01.png,49659,off the opposition by telling a television,42
/home/data/images/iam/lines/a01/a01-072x/a01-072x-06.png,44666,run the obvious risks in upsetting the new,42
/home/data/images/iam/lines/a01/a01-122u/a01-122u-06.png,50421,of children today owed much to the welfare,42
/home/data/images/iam/lines/a02/a02-046/a02-046-06.png,28928,a posse of police arrived and in less than,42
/home/data/images/iam/lines/a03/a03-023/a03-023-02.png,31769,with the political and military leadership,42
/home/data/images/iam/lines/a03/a03-050/a03-050-07.png,42327,television techniques and is being coached,42
/home/data/images/iam/lines/a05/a05-022/a05-022-01.png,34992,necessary for the extended training modern,42
/home/data/images/iam/lines/a05/a05-053/a05-053-02.png,35059,there would be no hesitation in mobilising,42
/home/data/images/iam/lines/b01/b01-027/b01-027-07.png,33178,performances as tiger and rhino hunts were,42
/home/data/images/iam/lines/b01/b01-062/b01-062-04.png,40532,contains statements whose factual truth is,42
/home/data/images/iam/lines/b01/b01-089/b01-089-02.png,33887,justified in diverting naval ships in case,42
/home/data/images/iam/lines/b01/b01-122/b01-122-07.png,40405,country who still oppose apartheid will be,42
/home/data/images/iam/lines/b05/b05-038/b05-038-03.png,52741,threat to those who toil and spin has been,42
/home/data/images/iam/lines/b05/b05-038/b05-038-07.png,71495,can be taught their trade by means of tape,42
/home/data/images/iam/lines/b05/b05-083/b05-083-06.png,48543,themselves less disliked by their attitude,42
/home/data/images/iam/lines/b06/b06-093/b06-093-04.png,40288,role for an international agreement to ban,42
/home/data/images/iam/lines/c02/c02-012/c02-012-03.png,57681,but rather he wants to show the eternal in,42
/home/data/images/iam/lines/c02/c02-012/c02-012-09.png,51089,of reality into an icy supernatural vacuum,42
/home/data/images/iam/lines/c02/c02-026/c02-026-07.png,54768,the wildly flapping white sails slashed by,42
/home/data/images/iam/lines/c02/c02-049/c02-049-08.png,94416,and personal jokes incomprehensible to the,42
/home/data/images/iam/lines/c03/c03-016a/c03-016a-08.png,59106,her first lover is a sailor who leaves her,42
/home/data/images/iam/lines/c03/c03-016c/c03-016c-02.png,73004,girl lives in a single dingy room with her,42
/home/data/images/iam/lines/c03/c03-016d/c03-016d-09.png,64173,who leaves her to bear his child and sails,42
/home/data/images/iam/lines/c03/c03-016e/c03-016e-02.png,95672,girl lives in a single dingy room with her,42
/home/data/images/iam/lines/c03/c03-021a/c03-021a-05.png,68893,as a protector and comforter to her in her,42
/home/data/images/iam/lines/c03/c03-087a/c03-087a-01.png,65830,treatments of its subject by attempting to,42
/home/data/images/iam/lines/c03/c03-087b/c03-087b-01.png,106769,treatments of its subject by attempting to,42
/home/data/images/iam/lines/c03/c03-087e/c03-087e-01.png,111449,treatments of its subject by attempting to,42
/home/data/images/iam/lines/c03/c03-094a/c03-094a-06.png,71610,not asked to modulate from their set moods,42
/home/data/images/iam/lines/c04/c04-050/c04-050-01.png,64634,from their earlier act on this show a week,42
/home/data/images/iam/lines/e01/e01-062/e01-062-02.png,44217,from heavy to fine can fulfil a variety of,42
/home/data/images/iam/lines/e04/e04-011/e04-011-05.png,60353,hardboard is covered with plastic material,42
/home/data/images/iam/lines/e04/e04-019/e04-019-01.png,59164,also the height is left to personal choice,42
/home/data/images/iam/lines/e04/e04-091/e04-091-02.png,45158,spring them both at the same time over the,42
/home/data/images/iam/lines/e04/e04-091/e04-091-04.png,52251,cut for this purpose in the stern or after,42
/home/data/images/iam/lines/e07/e07-079/e07-079-03.png,24494,they must have some protection from severe,42
/home/data/images/iam/lines/e07/e07-083/e07-083-04.png,32996,a few years ago that he made the headlines,42
/home/data/images/iam/lines/e07/e07-090/e07-090-01.png,23400,not get dirty so readily and are easier to,42
/home/data/images/iam/lines/e07/e07-094/e07-094-05.png,23090,are made of the same compost as would have,42
/home/data/images/iam/lines/e07/e07-108/e07-108-08.png,23229,plants grow quite well in plastic pots and,42
/home/data/images/iam/lines/e07/e07-108/e07-108-09.png,23498,usually need less water than those in clay,42
/home/data/images/iam/lines/f02/f02-038/f02-038-02.png,42229,reflected not only an increasing awareness,42
/home/data/images/iam/lines/f02/f02-038/f02-038-04.png,34306,or already in retirement but also a strong,42
/home/data/images/iam/lines/g04/g04-011/g04-011-07.png,62839,the incumbent of the highest church in the,42
/home/data/images/iam/lines/g04/g04-014/g04-014-04.png,51014,to get a stipendiary layman who could help,42
/home/data/images/iam/lines/g04/g04-092/g04-092-02.png,38473,of parents or faithful nurses threaten any,42
/home/data/images/iam/lines/g06/g06-026m/g06-026m-05.png,33293,the temporary assumption of the government,42
/home/data/images/iam/lines/g06/g06-037m/g06-037m-08.png,55758,which he had been subjected ever since the,42
/home/data/images/iam/lines/g06/g06-047a/g06-047a-04.png,21295,among unorthodox medical men in the cities,42
/home/data/images/iam/lines/p06/p06-242/p06-242-06.png,42610,matter what was being said because she was,42
/home/data/images/iam/lines/r02/r02-010/r02-010-01.png,49068,agreement had been delayed long enough for,42
/home/data/images/iam/lines/r06/r06-007/r06-007-06.png,45260,lady who loved small talk and the discreet,42
/home/data/images/iam/lines/a01/a01-043u/a01-043u-07.png,48621,be to see there is no racial discrimination,43
/home/data/images/iam/lines/a01/a01-128u/a01-128u-04.png,51650,details of plans for improving the hospital,43
/home/data/images/iam/lines/a01/a01-132u/a01-132u-08.png,53058,still be free in families receiving regular,43
/home/data/images/iam/lines/a03/a03-030/a03-030-02.png,29462,unassailable simply because there is no one,43
/home/data/images/iam/lines/a04/a04-039/a04-039-08.png,26866,striving to safeguard an enduring peace for,43
/home/data/images/iam/lines/a05/a05-029/a05-029-06.png,41989,concentrated on possible need for important,43
/home/data/images/iam/lines/a05/a05-053/a05-053-03.png,40739,if a further deterioration in the situation,43
/home/data/images/iam/lines/a06/a06-004/a06-004-05.png,67103,are people buying and selling shares within,43
/home/data/images/iam/lines/a06/a06-004/a06-004-08.png,66578,companies and put one property deal through,43
/home/data/images/iam/lines/b01/b01-118/b01-118-06.png,35425,led a protest against admitting any of them,43
/home/data/images/iam/lines/b01/b01-132/b01-132-07.png,35852,go unequivocally on record that they regard,43
/home/data/images/iam/lines/b02/b02-097/b02-097-06.png,50966,been an election campaign which more people,43
/home/data/images/iam/lines/b05/b05-038/b05-038-06.png,70848,system whereby completely untrained workers,43
/home/data/images/iam/lines/b05/b05-042/b05-042-06.png,36587,technically equipped very quickly to do one,43
/home/data/images/iam/lines/b05/b05-088/b05-088-06.png,51895,is paid monthly in arrears and will not get,43
/home/data/images/iam/lines/b06/b06-059/b06-059-06.png,35669,immediate confusion hides the fact that the,43
/home/data/images/iam/lines/b06/b06-090/b06-090-05.png,23854,that the movement will go on record against,43
/home/data/images/iam/lines/c01/c01-014/c01-014-03.png,50455,egocentric character leads him to sacrifice,43
/home/data/images/iam/lines/c01/c01-066/c01-066-02.png,42157,mischief perpetrated by almost every person,43
/home/data/images/iam/lines/c02/c02-017/c02-017-05.png,56179,and the offending establishment is suddenly,43
/home/data/images/iam/lines/c03/c03-000a/c03-000a-05.png,81055,and the great advantages to be derived from,43
/home/data/images/iam/lines/c03/c03-003d/c03-003d-02.png,70532,and again it is the visual qualities of the,43
/home/data/images/iam/lines/c03/c03-007c/c03-007c-04.png,85639,the public monuments and the rubbish strewn,43
/home/data/images/iam/lines/c03/c03-021d/c03-021d-05.png,73573,acts as a protector and comforter to her in,43
/home/data/images/iam/lines/c03/c03-021e/c03-021e-03.png,104706,by a strong maternal instinct to the unborn,43
/home/data/images/iam/lines/c03/c03-081c/c03-081c-02.png,75045,we would be altogether clearer in our minds,43
/home/data/images/iam/lines/c03/c03-084d/c03-084d-07.png,87377,theme of the destructive power of unbridled,43
/home/data/images/iam/lines/c03/c03-084e/c03-084e-06.png,116214,the not unfamiliar theme of the destructive,43
/home/data/images/iam/lines/c03/c03-087a/c03-087a-02.png,68793,generate a melodramatic inevitability which,43
/home/data/images/iam/lines/c03/c03-087b/c03-087b-02.png,99244,generate a melodramatic inevitability which,43
/home/data/images/iam/lines/c03/c03-094b/c03-094b-06.png,95729,to modulate from their set moods but played,43
/home/data/images/iam/lines/e01/e01-025/e01-025-08.png,90971,ustrations in the following pages will show,43
/home/data/images/iam/lines/e02/e02-117/e02-117-06.png,66540,tool cupboard shown here has been specially,43
/home/data/images/iam/lines/e04/e04-011/e04-011-06.png,68129,for easy cleaning and then fixed underneath,43
/home/data/images/iam/lines/e07/e07-086/e07-086-05.png,34422,efficient and congenial containers in which,43
/home/data/images/iam/lines/f02/f02-033/f02-033-10.png,47289,older workers and the effects of retirement,43
/home/data/images/iam/lines/f02/f02-076/f02-076-04.png,27978,for successful adjustment to retirement and,43
/home/data/images/iam/lines/f03/f03-169/f03-169-02.png,31990,sound much more spontaneous on the occasion,43
/home/data/images/iam/lines/g04/g04-092/g04-092-03.png,46826,naughty child with the penalty of not being,43
/home/data/images/iam/lines/g04/g04-095/g04-095-01.png,39689,me at once to chronicle a most intimate and,43
/home/data/images/iam/lines/g06/g06-026j/g06-026j-04.png,33820,writing this letter he heard of the fall of,43
/home/data/images/iam/lines/g06/g06-047h/g06-047h-03.png,22747,had an increasing number of disciples among,43
/home/data/images/iam/lines/g06/g06-047l/g06-047l-03.png,19914,had an increasing number of disciples among,43
/home/data/images/iam/lines/r02/r02-089/r02-089-09.png,65696,for the labels from half a hundredweight of,43
/home/data/images/iam/lines/r06/r06-057/r06-057-06.png,66883,islands tapering to shipwrecked castles and,43
/home/data/images/iam/lines/r06/r06-126/r06-126-09.png,60956,crying and could face the light of a golden,43
/home/data/images/iam/lines/a01/a01-117/a01-117-07.png,47966,take ruthless action against the drug making,44
/home/data/images/iam/lines/a02/a02-111/a02-111-07.png,58161,has been cancelled and secret plans prepared,44
/home/data/images/iam/lines/a04/a04-050/a04-050-03.png,28965,and refuse proposals with which they did not,44
/home/data/images/iam/lines/a04/a04-096/a04-096-06.png,30200,there is a distinct possibility that so long,44
/home/data/images/iam/lines/a04/a04-103/a04-103-07.png,31514,by helping to suggest agreements which could,44
/home/data/images/iam/lines/a05/a05-004/a05-004-06.png,59712,command structure and central administrative,44
/home/data/images/iam/lines/b01/b01-027/b01-027-06.png,37788,would be pleasanter if such cruel and feudal,44
/home/data/images/iam/lines/b01/b01-113/b01-113-06.png,32048,their tribal reserves with no prospect but a,44
/home/data/images/iam/lines/b02/b02-097/b02-097-07.png,56902,in and out of the country wanted to see over,44
/home/data/images/iam/lines/b06/b06-049/b06-049-02.png,66578,the alternatives had been put clearly to the,44
/home/data/images/iam/lines/b06/b06-075/b06-075-05.png,71197,conference decisions when it suits their own,44
/home/data/images/iam/lines/c02/c02-012/c02-012-08.png,58044,but here the director moves out of the world,44
/home/data/images/iam/lines/c02/c02-056/c02-056-01.png,60959,given his proper place in the history of the,44
/home/data/images/iam/lines/c03/c03-000c/c03-000c-05.png,95029,the great advantages to be derived from this,44
/home/data/images/iam/lines/c03/c03-000d/c03-000d-06.png,73416,be derived from this unity of conception and,44
/home/data/images/iam/lines/c03/c03-016b/c03-016b-05.png,94881,experiences it for the first time herself it,44
/home/data/images/iam/lines/c03/c03-021a/c03-021a-03.png,71964,strong maternal instinct to the unborn child,44
/home/data/images/iam/lines/c03/c03-021d/c03-021d-03.png,81169,strong maternal instinct to the unborn child,44
/home/data/images/iam/lines/c03/c03-081b/c03-081b-03.png,95035,minds about her if she remained a flawed but,44
/home/data/images/iam/lines/c03/c03-087f/c03-087f-01.png,95206,most treatments of its subject by attempting,44
/home/data/images/iam/lines/c03/c03-096b/c03-096b-03.png,98950,by the author in spite of the ineffectuality,44
/home/data/images/iam/lines/e02/e02-082/e02-082-01.png,81839,everyone has come to recognise that machines,44
/home/data/images/iam/lines/e02/e02-082/e02-082-03.png,94020,great deal of drudgery can be avoided by the,44
/home/data/images/iam/lines/e04/e04-091/e04-091-03.png,41017,slots cut in the moulds and into the notches,44
/home/data/images/iam/lines/e04/e04-095/e04-095-04.png,46656,are equal on each side and that the transoms,44
/home/data/images/iam/lines/e07/e07-061/e07-061-02.png,25758,first mantis had hatched from the very large,44
/home/data/images/iam/lines/e07/e07-086/e07-086-01.png,22821,comparison between clay pots and the various,44
/home/data/images/iam/lines/f01/f01-075/f01-075-03.png,71038,thought to combine together to form compound,44
/home/data/images/iam/lines/f01/f01-075/f01-075-04.png,59337,experiences by analogy with the way atoms of,44
/home/data/images/iam/lines/f01/f01-075/f01-075-08.png,56014,for basic units of mind has gone on and will,44
/home/data/images/iam/lines/f02/f02-076/f02-076-01.png,27531,and retirement according to the occupational,44
/home/data/images/iam/lines/f02/f02-076/f02-076-03.png,30218,levels are the better or the poorer prepared,44
/home/data/images/iam/lines/g01/g01-000/g01-000-04.png,55114,one of that new class of merchant financiers,44
/home/data/images/iam/lines/g06/g06-037h/g06-037h-08.png,25536,remedies to which he had been subjected ever,44
/home/data/images/iam/lines/g06/g06-045a/g06-045a-05.png,24989,himself was being treated under a doctor who,44
/home/data/images/iam/lines/g06/g06-045c/g06-045c-05.png,17972,treated under a doctor who had studied under,44
/home/data/images/iam/lines/g06/g06-045h/g06-045h-05.png,25027,himself was being treated under a doctor who,44
/home/data/images/iam/lines/g06/g06-045k/g06-045k-05.png,51927,treated under a doctor who had studied under,44
/home/data/images/iam/lines/r03/r03-002/r03-002-08.png,30994,after layer of illusion to be peeled off and,44
/home/data/images/iam/lines/r03/r03-007/r03-007-01.png,29554,clothed leaf by leaf with the disappointment,44
/home/data/images/iam/lines/r03/r03-007/r03-007-03.png,25652,the belief that all she need do was to go to,44
/home/data/images/iam/lines/r03/r03-026/r03-026-02.png,41369,started several decades before had caught on,44
/home/data/images/iam/lines/a01/a01-053x/a01-053x-08.png,92893,nomination before it can be considered by the,45
/home/data/images/iam/lines/a01/a01-102u/a01-102u-02.png,45888,anybody supporting the increased charges is a,45
/home/data/images/iam/lines/a04/a04-043/a04-043-02.png,23016,implication he supported the establishment of,45
/home/data/images/iam/lines/a04/a04-069/a04-069-02.png,27423,seriously the danger of the spread of nuclear,45
/home/data/images/iam/lines/b01/b01-009/b01-009-06.png,27228,it would also be against the interests of the,45
/home/data/images/iam/lines/b01/b01-079/b01-079-02.png,19896,responsibility rightly belongs to the nations,45
/home/data/images/iam/lines/b04/b04-134/b04-134-08.png,45411,who has been spectacularly wrong on the great,45
/home/data/images/iam/lines/b04/b04-169/b04-169-02.png,27969,that teenagers earn too much and spend it all,45
