wav_filename,wav_filesize,transcript,transcrip_size
/home/data/images/iam/lines/c02/c02-089/c02-089-05.png,41783,all rolling eyeballs like a villain,35
/home/data/images/iam/lines/c04/c04-056/c04-056-07.png,76928,scene where six of the cast changed,35
/home/data/images/iam/lines/c06/c06-005/c06-005-05.png,39287,with many an obliging guffaw to the,35
/home/data/images/iam/lines/c06/c06-043/c06-043-08.png,55671,three times up before the beaks for,35
/home/data/images/iam/lines/e01/e01-022/e01-022-02.png,88368,bridal veil handed down from mother,35
/home/data/images/iam/lines/e01/e01-107/e01-107-07.png,49617,you have become proficient in these,35
/home/data/images/iam/lines/e01/e01-113/e01-113-05.png,55144,of broad bar of hook as you would a,35
/home/data/images/iam/lines/e07/e07-090/e07-090-07.png,28050,decided advantage of being the only,35
/home/data/images/iam/lines/f01/f01-053/f01-053-07.png,31747,ask questions and uses the books to,35
/home/data/images/iam/lines/g04/g04-092/g04-092-09.png,42779,fifty years afterwards when so many,35
/home/data/images/iam/lines/g06/g06-026b/g06-026b-05.png,27741,this letter he heard of the fall of,35
/home/data/images/iam/lines/g06/g06-037b/g06-037b-09.png,31276,to which he had been subjected ever,35
/home/data/images/iam/lines/g06/g06-050j/g06-050j-08.png,34313,he appears to despair of ever being,35
/home/data/images/iam/lines/r06/r06-053/r06-053-07.png,60956,pellets were easily removed and the,35
/home/data/images/iam/lines/r06/r06-106/r06-106-07.png,45364,more than ever like a pink and gold,35
/home/data/images/iam/lines/g06/g06-026n/g06-026n-06.png,35880,and the temporary assumption of the,35
/home/data/images/iam/lines/g06/g06-037n/g06-037n-05.png,37824,opened a new chapter in the history,35
/home/data/images/iam/lines/g06/g06-037o/g06-037o-05.png,65092,opened a new chapter in the history,35
/home/data/images/iam/lines/g06/g06-042n/g06-042n-06.png,36102,homoeopathy had been brought to his,35
/home/data/images/iam/lines/g07/g07-038/g07-038-09.png,31549,the moral code she had learned from,35
/home/data/images/iam/lines/g07/g07-042/g07-042-04.png,24115,a profligate and a bankrupt who had,35
/home/data/images/iam/lines/h01/h01-007/h01-007-05.png,64997,as regards duration of marriage and,35
/home/data/images/iam/lines/h01/h01-027/h01-027-07.png,64967,for a more accurate distribution of,35
/home/data/images/iam/lines/h02/h02-037/h02-037-03.png,31212,at that time in which exceptionally,35
/home/data/images/iam/lines/h06/h06-096/h06-096-06.png,61051,cut into bricks at the wire cutting,35
/home/data/images/iam/lines/h07/h07-030/h07-030-08.png,75635,found it more satisfactory to build,35
/home/data/images/iam/lines/h07/h07-040/h07-040-07.png,60074,to charge full commercial rents for,35
/home/data/images/iam/lines/h07/h07-040/h07-040-09.png,63078,cost of town centre development has,35
/home/data/images/iam/lines/h07/h07-071/h07-071-03.png,48653,part therefore local employment can,35
/home/data/images/iam/lines/j04/j04-098/j04-098-01.png,47225,step when no correction for carrier,35
/home/data/images/iam/lines/j06/j06-008/j06-008-09.png,70530,apparently in the reverse manner to,35
/home/data/images/iam/lines/k04/k04-010/k04-010-06.png,66314,a wide and shallow flight of marble,35
/home/data/images/iam/lines/l01/l01-050/l01-050-06.png,46789,once and report exactly what he had,35
/home/data/images/iam/lines/l01/l01-105/l01-105-09.png,61410,the grip of which she swept through,35
/home/data/images/iam/lines/l01/l01-143/l01-143-02.png,76175,the edge of the bed and holding one,35
/home/data/images/iam/lines/l07/l07-187/l07-187-06.png,52936,was built across a narrow backwater,35
/home/data/images/iam/lines/m03/m03-095/m03-095-03.png,57665,we were to go no further unless and,35
/home/data/images/iam/lines/m03/m03-095/m03-095-05.png,78072,another impression that became more,35
/home/data/images/iam/lines/n02/n02-151/n02-151-08.png,94407,trying to worry her into the belief,35
/home/data/images/iam/lines/n04/n04-039/n04-039-02.png,71478,burden and prepared to break up yet,35
/home/data/images/iam/lines/n04/n04-156/n04-156-06.png,64131,the vestibule the two men were well,35
/home/data/images/iam/lines/a01/a01-000u/a01-000u-04.png,55699,put down a resolution on the subject,36
/home/data/images/iam/lines/a01/a01-014/a01-014-08.png,41193,his chief a report on his talks with,36
/home/data/images/iam/lines/a01/a01-091/a01-091-02.png,45090,in answer to their whips to defeat a,36
/home/data/images/iam/lines/a01/a01-091/a01-091-05.png,56052,placing heavy burdens on those least,36
/home/data/images/iam/lines/a01/a01-117u/a01-117u-07.png,48269,that instead of taking it out of the,36
/home/data/images/iam/lines/a02/a02-012/a02-012-03.png,82472,a skilful backstage negotiator since,36
/home/data/images/iam/lines/a03/a03-030/a03-030-05.png,26111,foundations on which to win the next,36
/home/data/images/iam/lines/a03/a03-073/a03-073-05.png,44065,for adaptation as the first stage in,36
/home/data/images/iam/lines/a04/a04-066/a04-066-05.png,27253,disarmament to shift the emphasis of,36
/home/data/images/iam/lines/a04/a04-072/a04-072-02.png,23298,an agreement on a zone of controlled,36
/home/data/images/iam/lines/a04/a04-089/a04-089-07.png,27926,already there have been protests but,36
/home/data/images/iam/lines/a05/a05-029/a05-029-04.png,37397,felt the change would be unwise at a,36
/home/data/images/iam/lines/a05/a05-053/a05-053-09.png,37108,be party to accepting as a matter of,36
/home/data/images/iam/lines/a06/a06-090/a06-090-06.png,55151,who created a scene on this point on,36
/home/data/images/iam/lines/b01/b01-094/b01-094-02.png,32226,would be agreement between its rival,36
/home/data/images/iam/lines/b01/b01-127/b01-127-08.png,41920,apartheid is being applied ever more,36
/home/data/images/iam/lines/b05/b05-050/b05-050-06.png,30054,these civil engineers creeping about,36
/home/data/images/iam/lines/b06/b06-027/b06-027-06.png,123139,have their eyes on is control of the,36
/home/data/images/iam/lines/b06/b06-093/b06-093-03.png,41630,could play a leading and independent,36
/home/data/images/iam/lines/c02/c02-000/c02-000-09.png,69149,can be counted on the fingers of one,36
/home/data/images/iam/lines/c02/c02-022/c02-022-03.png,45926,crowning indignity the night club is,36
/home/data/images/iam/lines/c03/c03-007/c03-007-04.png,62821,the public monuments and the rubbish,36
/home/data/images/iam/lines/c03/c03-087d/c03-087d-07.png,61818,of we had a little more faith in the,36
/home/data/images/iam/lines/c03/c03-094e/c03-094e-06.png,94032,they were not asked to modulate from,36
/home/data/images/iam/lines/c03/c03-094f/c03-094f-06.png,69975,they were not asked to modulate from,36
/home/data/images/iam/lines/c03/c03-096d/c03-096d-03.png,64935,action by the author in spite of the,36
/home/data/images/iam/lines/c03/c03-096f/c03-096f-03.png,70391,action by the author in spite of the,36
/home/data/images/iam/lines/c06/c06-027/c06-027-01.png,78113,the advantage that no one knows what,36
/home/data/images/iam/lines/c06/c06-116/c06-116-05.png,59619,captain of the junior hockey team at,36
/home/data/images/iam/lines/e01/e01-035/e01-035-01.png,29329,and worked lace as well as women and,36
/home/data/images/iam/lines/e02/e02-018/e02-018-01.png,68203,end reveals when the required amount,36
/home/data/images/iam/lines/e02/e02-021/e02-021-05.png,86650,the outer surfaces being vertical as,36
/home/data/images/iam/lines/e04/e04-019/e04-019-02.png,52553,and the width is best taken directly,36
/home/data/images/iam/lines/e07/e07-066/e07-066-03.png,20700,mantis as a pest control in the cold,36
/home/data/images/iam/lines/e07/e07-076/e07-076-07.png,24485,they are not quite so fragile as the,36
/home/data/images/iam/lines/f02/f02-017/f02-017-02.png,36509,to revise the course in the light of,36
/home/data/images/iam/lines/f02/f02-038/f02-038-08.png,34548,adequate provision of facilities for,36
/home/data/images/iam/lines/g06/g06-018b/g06-018b-05.png,26822,this place agree with me better than,36
/home/data/images/iam/lines/g06/g06-042h/g06-042h-05.png,22305,method known as homoeopathy had been,36
/home/data/images/iam/lines/g06/g06-042j/g06-042j-05.png,33563,method known as homoeopathy had been,36
/home/data/images/iam/lines/g06/g06-045b/g06-045b-06.png,51736,he himself was being treated under a,36
/home/data/images/iam/lines/g06/g06-045m/g06-045m-06.png,24999,being treated under a doctor who had,36
/home/data/images/iam/lines/g06/g06-047j/g06-047j-05.png,28512,unorthodox medical men in the cities,36
/home/data/images/iam/lines/g06/g06-047m/g06-047m-04.png,24882,increasing number of disciples among,36
/home/data/images/iam/lines/r02/r02-006/r02-006-07.png,27721,appliances and therefore susceptible,36
/home/data/images/iam/lines/r06/r06-044/r06-044-05.png,70071,group then sat down for a late lunch,36
/home/data/images/iam/lines/r06/r06-049/r06-049-10.png,68331,which again left his household goods,36
/home/data/images/iam/lines/r06/r06-111/r06-111-01.png,45869,overlooking the sweeping brown tides,36
/home/data/images/iam/lines/r06/r06-111/r06-111-03.png,41972,flat with a devotion which said that,36
/home/data/images/iam/lines/r06/r06-130/r06-130-01.png,42079,doorman was lying in wait for anyone,36
/home/data/images/iam/lines/g06/g06-047n/g06-047n-05.png,31776,unorthodox medical men in the cities,36
/home/data/images/iam/lines/g06/g06-047o/g06-047o-05.png,67066,unorthodox medical men in the cities,36
/home/data/images/iam/lines/g07/g07-069a/g07-069a-04.png,60065,publication unless it had first been,36
/home/data/images/iam/lines/h02/h02-012/h02-012-05.png,40731,attending the abuse of carbromal and,36
/home/data/images/iam/lines/h02/h02-037/h02-037-06.png,30060,tioners or prescribed for individual,36
/home/data/images/iam/lines/h04/h04-028/h04-028-03.png,80640,foods younger childless couples paid,36
/home/data/images/iam/lines/h06/h06-085/h06-085-02.png,55681,from the line may take place without,36
/home/data/images/iam/lines/h07/h07-044a/h07-044a-05.png,53038,corporations must look to recoup the,36
/home/data/images/iam/lines/j01/j01-070/j01-070-05.png,69079,another so that this major source of,36
/home/data/images/iam/lines/j04/j04-098/j04-098-03.png,50971,of the chemical exchange between the,36
/home/data/images/iam/lines/j04/j04-098/j04-098-07.png,47516,were counted and dissolved in nitric,36
/home/data/images/iam/lines/j04/j04-098/j04-098-10.png,51771,bismuth carrier and then taken up in,36
/home/data/images/iam/lines/j04/j04-115/j04-115-06.png,54456,carrier was added and the analytical,36
/home/data/images/iam/lines/j06/j06-018/j06-018-06.png,70074,forms sometimes migrate and on other,36
/home/data/images/iam/lines/j06/j06-030/j06-030-01.png,67749,interchange was taking place between,36
/home/data/images/iam/lines/j06/j06-056/j06-056-02.png,67144,but combined its influence with that,36
/home/data/images/iam/lines/j07/j07-005/j07-005-01.png,26974,foil bonded to the primary plates to,36
/home/data/images/iam/lines/k02/k02-018/k02-018-04.png,29116,rather surprised me from a young man,36
/home/data/images/iam/lines/k04/k04-075/k04-075-06.png,66136,to which her own had responded as it,36
/home/data/images/iam/lines/k07/k07-122/k07-122-03.png,71127,her glistening skin and see her move,36
/home/data/images/iam/lines/k07/k07-185/k07-185-01.png,63675,her reactions if he had once treated,36
/home/data/images/iam/lines/l01/l01-105/l01-105-04.png,52524,minable howling and were directed at,36
/home/data/images/iam/lines/l04/l04-034/l04-034-06.png,54785,nodded his grizzled head like an old,36
/home/data/images/iam/lines/l04/l04-098/l04-098-04.png,67198,heavy padlock for the box and search,36
/home/data/images/iam/lines/l04/l04-118/l04-118-03.png,45732,he fills in an important part of the,36
/home/data/images/iam/lines/m01/m01-125/m01-125-04.png,53109,ventured forth and made their way on,36
/home/data/images/iam/lines/m04/m04-138/m04-138-07.png,96984,hurrying blur that was past and gone,36
/home/data/images/iam/lines/n01/n01-031/n01-031-07.png,54570,turned the scale slowly to cover the,36
/home/data/images/iam/lines/n01/n01-057/n01-057-02.png,75597,him at the temporary bridge over the,36
/home/data/images/iam/lines/n03/n03-097/n03-097-06.png,60959,jibbing the boom to which he had the,36
/home/data/images/iam/lines/n03/n03-120/n03-120-02.png,45316,dragged out but before it was turned,36
/home/data/images/iam/lines/p02/p02-076/p02-076-06.png,50798,seated at a small table in a shadowy,36
/home/data/images/iam/lines/p02/p02-115/p02-115-05.png,32446,make a fool of yourself over someone,36
/home/data/images/iam/lines/a01/a01-020u/a01-020u-08.png,52084,to discuss the function of a proposed,37
/home/data/images/iam/lines/a01/a01-107u/a01-107u-02.png,34235,of need and with one standard for all,37
/home/data/images/iam/lines/a01/a01-132/a01-132-09.png,41612,foods would still be free in families,37
/home/data/images/iam/lines/a03/a03-066/a03-066-04.png,50871,any increase in budgetary commitments,37
/home/data/images/iam/lines/a05/a05-048/a05-048-01.png,32153,evident that voters were bored by the,37
/home/data/images/iam/lines/a05/a05-094/a05-094-03.png,37607,in which all the boys were welcome to,37
/home/data/images/iam/lines/a05/a05-104/a05-104-02.png,38472,rebuked the unaligned nations for not,37
/home/data/images/iam/lines/a06/a06-039/a06-039-07.png,59287,carrying atomic submarines now formed,37
/home/data/images/iam/lines/a06/a06-075/a06-075-02.png,55746,conclusion that it would be right for,37
/home/data/images/iam/lines/b03/b03-098/b03-098-07.png,32455,start if they had taken more pains to,37
/home/data/images/iam/lines/b03/b03-098/b03-098-08.png,30890,explain the advantages to the general,37
/home/data/images/iam/lines/b05/b05-045/b05-045-03.png,29308,for a completely new job in less time,37
/home/data/images/iam/lines/b06/b06-093/b06-093-10.png,47666,than a handful of new apprenticeships,37
/home/data/images/iam/lines/c02/c02-022/c02-022-04.png,72147,given a gala society reopening on the,37
/home/data/images/iam/lines/c02/c02-082/c02-082-06.png,55632,magnificent performances from him and,37
/home/data/images/iam/lines/c03/c03-021c/c03-021c-08.png,76784,to love you while you are looking for,37
/home/data/images/iam/lines/c03/c03-021e/c03-021e-09.png,98094,to love you while you are looking for,37
/home/data/images/iam/lines/c03/c03-087d/c03-087d-02.png,91238,attempting to generate a melodramatic,37
/home/data/images/iam/lines/c03/c03-087e/c03-087e-02.png,107703,generate a melodramatic inevitability,37
/home/data/images/iam/lines/c06/c06-058/c06-058-04.png,28638,is in a pub where the author throws a,37
/home/data/images/iam/lines/e01/e01-025/e01-025-02.png,85962,lamentably low standards in the fussy,37
/home/data/images/iam/lines/e01/e01-050/e01-050-01.png,32464,amount of crochet was produced in the,37
/home/data/images/iam/lines/e04/e04-011/e04-011-07.png,63099,the frame with panel pins to complete,37
/home/data/images/iam/lines/e04/e04-015/e04-015-01.png,42991,fits up against the front legs of the,37
/home/data/images/iam/lines/e04/e04-019/e04-019-05.png,62758,with glue and panel pins and then fit,37
/home/data/images/iam/lines/e04/e04-022/e04-022-06.png,62672,to the frame and its edges planed off,37
/home/data/images/iam/lines/e07/e07-066/e07-066-02.png,22548,cooperate with me in studying praying,37
/home/data/images/iam/lines/e07/e07-094/e07-094-07.png,19156,that it is used in a slightly moister,37
/home/data/images/iam/lines/g04/g04-088/g04-088-06.png,38062,picture given them and the lesson was,37
/home/data/images/iam/lines/g05/g05-094/g05-094-04.png,28753,the use of no weapon more lethal than,37
/home/data/images/iam/lines/g06/g06-037b/g06-037b-08.png,26137,of the numerous conventional remedies,37
/home/data/images/iam/lines/g06/g06-037m/g06-037m-04.png,49662,there had opened a new chapter in the,37
/home/data/images/iam/lines/r06/r06-057/r06-057-03.png,50640,valley with a sea of vines and olives,37
/home/data/images/iam/lines/r06/r06-070/r06-070-04.png,75785,they galloped to the walls and spumed,37
/home/data/images/iam/lines/r06/r06-070/r06-070-08.png,77253,eyes of the spectators were hard with,37
/home/data/images/iam/lines/r06/r06-090/r06-090-10.png,53009,mingled with the memory of sandwiches,37
/home/data/images/iam/lines/g06/g06-050o/g06-050o-03.png,53941,bed his distinguished patient and his,37
/home/data/images/iam/lines/g07/g07-065/g07-065-07.png,61449,fight and applying for the injunction,37
/home/data/images/iam/lines/h01/h01-007/h01-007-08.png,76167,by widowhood or divorce after the end,37
/home/data/images/iam/lines/h02/h02-037/h02-037-09.png,34044,doctor had ordered these drugs simply,37
/home/data/images/iam/lines/h06/h06-082/h06-082-04.png,61592,practice to keep the worker away from,37
/home/data/images/iam/lines/h06/h06-085/h06-085-05.png,72625,the automatic rolling of sole leather,37
/home/data/images/iam/lines/h06/h06-089/h06-089-08.png,64214,hydraulic valve and the press is also,37
/home/data/images/iam/lines/h06/h06-096/h06-096-05.png,80717,firmly in the surfaces and is finally,37
/home/data/images/iam/lines/h07/h07-020/h07-020-07.png,35612,group of firms employing between five,37
/home/data/images/iam/lines/h07/h07-025a/h07-025a-08.png,32309,coming into the town from surrounding,37
/home/data/images/iam/lines/h07/h07-028a/h07-028a-02.png,23375,mainly on the town centres with a few,37
/home/data/images/iam/lines/h07/h07-028a/h07-028a-05.png,27241,centres of up to thirty or more shops,37
/home/data/images/iam/lines/j01/j01-049/j01-049-06.png,53011,stabilised with lime and thoria doped,37
/home/data/images/iam/lines/j06/j06-018/j06-018-01.png,53201,reported also for the same species in,37
/home/data/images/iam/lines/k07/k07-122/k07-122-02.png,85732,the slight beads of sweat come out on,37
/home/data/images/iam/lines/k07/k07-146/k07-146-02.png,84165,fifteen minutes while their guest was,37
/home/data/images/iam/lines/l01/l01-105/l01-105-08.png,54934,with unpredictable bouts of energy in,37
/home/data/images/iam/lines/l01/l01-129/l01-129-06.png,32926,thirties and took her straight to his,37
/home/data/images/iam/lines/l01/l01-187/l01-187-09.png,64900,how shrewd he had been in discovering,37
/home/data/images/iam/lines/l07/l07-172/l07-172-07.png,61608,swirled round us like gulls and there,37
/home/data/images/iam/lines/l07/l07-172/l07-172-10.png,64383,and at the same time kept me supplied,37
/home/data/images/iam/lines/m01/m01-060/m01-060-06.png,72571,upward and shook his head slowly from,37
/home/data/images/iam/lines/m04/m04-012/m04-012-02.png,52377,watched it go from the windows of the,37
/home/data/images/iam/lines/m04/m04-019/m04-019-05.png,46900,will not be remembering a mere garage,37
/home/data/images/iam/lines/n01/n01-004/n01-004-05.png,97596,faith which he was placing in her and,37
/home/data/images/iam/lines/n03/n03-091/n03-091-07.png,42371,when there came a sudden gust of wind,37
/home/data/images/iam/lines/n03/n03-126/n03-126-03.png,69086,few moments later the yawl was upside,37
/home/data/images/iam/lines/n06/n06-182/n06-182-02.png,27976,simple men who knew a lot maybe about,37
/home/data/images/iam/lines/p02/p02-135/p02-135-04.png,47023,was behaving since they had seen them,37
/home/data/images/iam/lines/p02/p02-144/p02-144-04.png,50218,to the man she had spent so much time,37
/home/data/images/iam/lines/p02/p02-144/p02-144-09.png,56566,rather a sense of relief now that she,37
/home/data/images/iam/lines/p03/p03-029/p03-029-06.png,22354,had there not been some give and take,37
/home/data/images/iam/lines/p03/p03-112/p03-112-07.png,29453,miserable enough my having to take my,37
/home/data/images/iam/lines/a01/a01-020/a01-020-07.png,28847,will meet to discuss the function of a,38
/home/data/images/iam/lines/a01/a01-026u/a01-026u-02.png,45793,there have been secret negotiations on,38
/home/data/images/iam/lines/a01/a01-091/a01-091-07.png,57032,declared that the policy under censure,38
/home/data/images/iam/lines/a01/a01-091u/a01-091u-02.png,42632,their whips to defeat a censure motion,38
/home/data/images/iam/lines/a01/a01-102/a01-102-05.png,54422,are dealing with a noble edifice which,38
/home/data/images/iam/lines/a01/a01-102u/a01-102u-04.png,46016,are dealing with a noble edifice which,38
/home/data/images/iam/lines/a02/a02-124/a02-124-03.png,46210,from outlying districts to stations in,38
/home/data/images/iam/lines/a03/a03-030/a03-030-04.png,28891,ference will concentrate on laying the,38
/home/data/images/iam/lines/a03/a03-047/a03-047-01.png,45188,in the role of a popular orator at the,38
/home/data/images/iam/lines/a03/a03-080/a03-080-03.png,38238,various rocket stages had already been,38
/home/data/images/iam/lines/a04/a04-010/a04-010-07.png,28520,broadcast and television report on his,38
/home/data/images/iam/lines/a04/a04-072/a04-072-05.png,23507,was the beginning of a great period of,38
/home/data/images/iam/lines/a05/a05-022/a05-022-02.png,30686,arms require and to enable each man to,38
/home/data/images/iam/lines/a05/a05-053/a05-053-07.png,38176,who was winding up the foreign affairs,38
/home/data/images/iam/lines/a05/a05-080/a05-080-01.png,38824,ately refrained during the summer from,38
/home/data/images/iam/lines/a06/a06-051/a06-051-05.png,87933,minutes later to stand just inside the,38
/home/data/images/iam/lines/b01/b01-127/b01-127-06.png,38910,policy of appeasement has modified the,38
/home/data/images/iam/lines/b05/b05-045/b05-045-01.png,29912,factory to becoming a paint sprayer in,38
/home/data/images/iam/lines/b06/b06-023/b06-023-03.png,22025,which could launch an atomic attack on,38
/home/data/images/iam/lines/b06/b06-056/b06-056-05.png,42935,the introduction of a pseudo third way,38
/home/data/images/iam/lines/c01/c01-014/c01-014-01.png,42434,is largely a satire on the petty court,38
/home/data/images/iam/lines/c01/c01-066/c01-066-05.png,42907,to light a great deal of discreditable,38
/home/data/images/iam/lines/c02/c02-022/c02-022-07.png,48952,night club is replaced in its original,38
/home/data/images/iam/lines/c03/c03-003f/c03-003f-08.png,87714,but failed to create the atmosphere of,38
/home/data/images/iam/lines/c03/c03-016a/c03-016a-02.png,55674,girl lives in a single dingy room with,38
/home/data/images/iam/lines/c03/c03-016d/c03-016d-02.png,73822,girl lives in a single dingy room with,38
/home/data/images/iam/lines/c03/c03-021f/c03-021f-03.png,86067,moved by a strong maternal instinct to,38
/home/data/images/iam/lines/c03/c03-081a/c03-081a-03.png,54410,in our minds about her if she remained,38
/home/data/images/iam/lines/c03/c03-081d/c03-081d-03.png,71561,in our minds about her if she remained,38
/home/data/images/iam/lines/c03/c03-081d/c03-081d-09.png,91450,a performance of rare intelligence and,38
/home/data/images/iam/lines/c03/c03-081e/c03-081e-03.png,88150,in our minds about her if she remained,38
/home/data/images/iam/lines/c03/c03-094d/c03-094d-07.png,77959,asked to modulate from their set moods,38
/home/data/images/iam/lines/c03/c03-094e/c03-094e-07.png,98125,their set moods but played with proper,38
/home/data/images/iam/lines/c03/c03-094f/c03-094f-07.png,82144,their set moods but played with proper,38
/home/data/images/iam/lines/c03/c03-096a/c03-096a-07.png,65151,act oddly like the queer foreigners of,38
/home/data/images/iam/lines/e02/e02-018/e02-018-03.png,79232,to stop the plane short of the squared,38
/home/data/images/iam/lines/e02/e02-094/e02-094-02.png,56158,depend partly upon the space available,38
/home/data/images/iam/lines/e04/e04-011/e04-011-03.png,50418,the end of the feeding tray as seen in,38
/home/data/images/iam/lines/e04/e04-015/e04-015-06.png,58699,shows the framework for the back which,38
/home/data/images/iam/lines/e07/e07-072/e07-072-05.png,27885,numerous small clay pots are used each,38
/home/data/images/iam/lines/e07/e07-079/e07-079-06.png,24523,broken pots have on occasions provided,38
/home/data/images/iam/lines/e07/e07-083/e07-083-01.png,22660,wash clay pots is a definite factor in,38
/home/data/images/iam/lines/e07/e07-105/e07-105-02.png,18076,block maker and use the money saved on,38
/home/data/images/iam/lines/e07/e07-112/e07-112-04.png,35753,but they are almost indestructible and,38
/home/data/images/iam/lines/f02/f02-038/f02-038-06.png,37892,concerted action towards preparing men,38
/home/data/images/iam/lines/f04/f04-016/f04-016-06.png,85033,that she had carried a green purse and,38
/home/data/images/iam/lines/g05/g05-094/g05-094-06.png,26085,of the first ten years of the promised,38
/home/data/images/iam/lines/g06/g06-037j/g06-037j-09.png,36947,been subjected ever since the symptoms,38
/home/data/images/iam/lines/g06/g06-045j/g06-045j-06.png,31515,treated under a doctor who had studied,38
/home/data/images/iam/lines/h04/h04-000/h04-000-03.png,68288,many of which were incomplete families,38
/home/data/images/iam/lines/k04/k04-017/k04-017-06.png,74807,could not have overheard anything they,38
/home/data/images/iam/lines/r06/r06-041/r06-041-06.png,65813,and had the air of being written by an,38
/home/data/images/iam/lines/r06/r06-053/r06-053-02.png,56381,who hid himself in a bush and imitated,38
/home/data/images/iam/lines/g06/g06-037n/g06-037n-10.png,36544,been subjected ever since the symptoms,38
/home/data/images/iam/lines/g07/g07-028b/g07-028b-05.png,29557,the world to guess what repentance and,38
/home/data/images/iam/lines/g07/g07-042/g07-042-06.png,26577,had brought him and left the second on,38
/home/data/images/iam/lines/h01/h01-000/h01-000-04.png,83741,the latter for all married women under,38
/home/data/images/iam/lines/h02/h02-040/h02-040-01.png,41376,dangerous drugs were being supplied in,38
/home/data/images/iam/lines/h06/h06-096/h06-096-04.png,75963,vibrating rollers which embed the sand,38
/home/data/images/iam/lines/h07/h07-040/h07-040-03.png,48274,sited on corners or in separate courts,38
/home/data/images/iam/lines/h07/h07-069/h07-069-06.png,46411,cent in some towns before it begins to,38
/home/data/images/iam/lines/j04/j04-024/j04-024-07.png,49217,ten milligrams of lead carrier and six,38
/home/data/images/iam/lines/j04/j04-046/j04-046-01.png,42633,alkaline effluent does not prevent the,38
/home/data/images/iam/lines/j04/j04-046/j04-046-08.png,51458,strength of the carbonate solution was,38
/home/data/images/iam/lines/j04/j04-080/j04-080-06.png,46561,will distort the observed activity for,38
/home/data/images/iam/lines/j06/j06-005/j06-005-08.png,72849,at the surface while the young migrate,38
/home/data/images/iam/lines/k02/k02-117/k02-117-06.png,42092,morning to retire as soon as it seemed,38
/home/data/images/iam/lines/k07/k07-122/k07-122-07.png,91612,moan of full satisfaction and feel her,38
/home/data/images/iam/lines/k07/k07-134/k07-134-06.png,66878,pushed him back when he kissed her too,38
/home/data/images/iam/lines/k07/k07-141/k07-141-03.png,69371,laugh when something went wrong or the,38
/home/data/images/iam/lines/k07/k07-146/k07-146-01.png,85963,bathroom and stood there shivering for,38
/home/data/images/iam/lines/l01/l01-105/l01-105-10.png,52401,the house with a fury that disarranged,38
/home/data/images/iam/lines/l04/l04-098/l04-098-01.png,63341,for the time being than behind a piece,38
/home/data/images/iam/lines/l04/l04-102/l04-102-05.png,75130,him right down to his abjectly quaking,38
/home/data/images/iam/lines/l04/l04-170/l04-170-06.png,43950,ruddy complexion came over and greeted,38
/home/data/images/iam/lines/l07/l07-111/l07-111-05.png,69800,in a loud tartan shirt and abbreviated,38
/home/data/images/iam/lines/l07/l07-138/l07-138-05.png,91249,me riverworthy and wanted to know when,38
/home/data/images/iam/lines/m01/m01-095/m01-095-05.png,64877,overtone that sang in his ears with an,38
/home/data/images/iam/lines/m01/m01-136/m01-136-03.png,96597,perplexity respecting his surroundings,38
/home/data/images/iam/lines/m01/m01-136/m01-136-09.png,73614,turned the tuning knob through all the,38
/home/data/images/iam/lines/m02/m02-080/m02-080-08.png,38686,has come for him to be taken seriously,38
/home/data/images/iam/lines/m02/m02-095/m02-095-06.png,41130,which might in time become social fact,38
/home/data/images/iam/lines/m02/m02-102/m02-102-04.png,36745,were now being bought forward in their,38
/home/data/images/iam/lines/m03/m03-062/m03-062-02.png,23704,resemblance to the shrunk heads we had,38
/home/data/images/iam/lines/m03/m03-114/m03-114-04.png,73333,we were all invaded by a most tranquil,38
/home/data/images/iam/lines/m04/m04-024/m04-024-05.png,51176,new world she was entering there might,38
/home/data/images/iam/lines/n01/n01-031/n01-031-05.png,60878,scanner could be adjusted to cover any,38
/home/data/images/iam/lines/n01/n01-045/n01-045-08.png,87899,they were still more than four hundred,38
/home/data/images/iam/lines/n03/n03-082/n03-082-04.png,74372,see that fool boy of mine out there on,38
/home/data/images/iam/lines/n04/n04-048/n04-048-08.png,80216,man who was staring moodily into a gin,38
/home/data/images/iam/lines/n06/n06-128/n06-128-03.png,35033,miles it led into a small canyon which,38
/home/data/images/iam/lines/p02/p02-131/p02-131-01.png,28462,long for the right man for you to come,38
/home/data/images/iam/lines/a01/a01-030u/a01-030u-09.png,51137,delay progress in the talks by refusing,39
/home/data/images/iam/lines/a01/a01-038/a01-038-01.png,50332,parties had refused to attend the talks,39
/home/data/images/iam/lines/a01/a01-043/a01-043-07.png,45201,of his tasks will be to see there is no,39
/home/data/images/iam/lines/a01/a01-049u/a01-049u-01.png,52381,sparked off the opposition by telling a,39
/home/data/images/iam/lines/a01/a01-049x/a01-049x-01.png,56304,sparked off the opposition by telling a,39
/home/data/images/iam/lines/a01/a01-122u/a01-122u-04.png,45609,full inquiry into the cost of drugs and,39
/home/data/images/iam/lines/a02/a02-067/a02-067-01.png,57945,should not be bound over for disturbing,39
/home/data/images/iam/lines/a03/a03-034/a03-034-06.png,36840,stock at home has fallen in the face of,39
/home/data/images/iam/lines/a03/a03-043/a03-043-07.png,45356,observers at the national rally will be,39
/home/data/images/iam/lines/a04/a04-000/a04-000-05.png,32254,to have been devoted to this main point,39
/home/data/images/iam/lines/a04/a04-072/a04-072-09.png,35511,fulfilment of a common policy for wages,39
