wav_filename,wav_filesize,transcript,transcrip_size
/home/data/images/iam/lines/b01/b01-094/b01-094-08.png,39410,itself a government which all outsiders,39
/home/data/images/iam/lines/b02/b02-013/b02-013-01.png,46911,advocate putting off any approach until,39
/home/data/images/iam/lines/b02/b02-035/b02-035-10.png,61862,it by saying that the revision would be,39
/home/data/images/iam/lines/b03/b03-104/b03-104-08.png,36112,any reason why the centigrade countries,39
/home/data/images/iam/lines/b04/b04-187/b04-187-05.png,32753,of public taste has launched many great,39
/home/data/images/iam/lines/b06/b06-008/b06-008-07.png,36643,that his policy was to make his country,39
/home/data/images/iam/lines/b06/b06-059/b06-059-08.png,28137,clarification of the issues can bring a,39
/home/data/images/iam/lines/b06/b06-064/b06-064-05.png,62298,workers who are beginning to understand,39
/home/data/images/iam/lines/b06/b06-090/b06-090-01.png,21904,and lay the basis for the defeat of the,39
/home/data/images/iam/lines/c01/c01-009/c01-009-02.png,38362,story into a concentrated comprehensive,39
/home/data/images/iam/lines/c03/c03-021a/c03-021a-02.png,65117,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-021d/c03-021d-02.png,85433,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-096c/c03-096c-03.png,83345,of the ineffectuality with which he had,39
/home/data/images/iam/lines/c04/c04-039/c04-039-07.png,75006,performance as the master mind behind a,39
/home/data/images/iam/lines/e01/e01-025/e01-025-04.png,98666,but it would take more than a temporary,39
/home/data/images/iam/lines/e07/e07-072/e07-072-08.png,25512,no real substitute for clay that can be,39
/home/data/images/iam/lines/e07/e07-079/e07-079-02.png,24695,and difficult things to accommodate and,39
/home/data/images/iam/lines/f02/f02-038/f02-038-05.png,35928,desire on the part of all concerned for,39
/home/data/images/iam/lines/g06/g06-045b/g06-045b-04.png,46435,was being cultivated with extraordinary,39
/home/data/images/iam/lines/g06/g06-047j/g06-047j-04.png,30687,an increasing number of disciples among,39
/home/data/images/iam/lines/g06/g06-047m/g06-047m-05.png,23353,unorthodox medical men in the cities of,39
/home/data/images/iam/lines/h04/h04-000/h04-000-01.png,72400,was appreciably higher in families with,39
/home/data/images/iam/lines/r03/r03-007/r03-007-07.png,22334,holiday while the whole transaction was,39
/home/data/images/iam/lines/r06/r06-044/r06-044-10.png,66782,informing them that he was on the point,39
/home/data/images/iam/lines/r06/r06-053/r06-053-08.png,66327,labourer was able to return to work the,39
/home/data/images/iam/lines/r06/r06-066/r06-066-08.png,72189,could catch the taste of dead dreams on,39
/home/data/images/iam/lines/r06/r06-121/r06-121-10.png,54423,the pictures just for the fun of it was,39
/home/data/images/iam/lines/a01/a01-063u/a01-063u-08.png,52384,quickly point out that this is money due,40
/home/data/images/iam/lines/a01/a01-072u/a01-072u-04.png,45540,rejection of it is a painful blow to the,40
/home/data/images/iam/lines/a01/a01-102/a01-102-09.png,71974,from the real problems to fiddling about,40
/home/data/images/iam/lines/a01/a01-102u/a01-102u-07.png,42613,have descended from the real problems to,40
/home/data/images/iam/lines/a01/a01-128u/a01-128u-08.png,52609,the proposed changes the net cost of the,40
/home/data/images/iam/lines/a04/a04-043/a04-043-07.png,20146,must have nuclear weapons so long as the,40
/home/data/images/iam/lines/a04/a04-103/a04-103-06.png,26683,in preventing a nuclear war as a neutral,40
/home/data/images/iam/lines/a05/a05-017/a05-017-09.png,47095,engagement would probably have to be for,40
/home/data/images/iam/lines/a05/a05-048/a05-048-09.png,38422,mobilise reserves necessary to bring the,40
/home/data/images/iam/lines/a06/a06-004/a06-004-07.png,54887,and property dealers who form a chain of,40
/home/data/images/iam/lines/a06/a06-152/a06-152-01.png,29974,determination is the intention to impose,40
/home/data/images/iam/lines/b01/b01-057/b01-057-05.png,36789,idea that moral regeneration would solve,40
/home/data/images/iam/lines/b04/b04-000/b04-000-01.png,19150,stands at the centre of an international,40
/home/data/images/iam/lines/b04/b04-175/b04-175-02.png,27468,that in the most prosperous days in this,40
/home/data/images/iam/lines/b05/b05-079/b05-079-06.png,26343,local situation calls for an exceptional,40
/home/data/images/iam/lines/b05/b05-098/b05-098-07.png,48960,upbringing and a possible reprieve might,40
/home/data/images/iam/lines/b06/b06-042/b06-042-07.png,32863,which fought for and still stands on the,40
/home/data/images/iam/lines/b06/b06-042/b06-042-10.png,33188,appalled at the character of the current,40
/home/data/images/iam/lines/b06/b06-056/b06-056-02.png,44613,around frantically to overturn them next,40
/home/data/images/iam/lines/b06/b06-059/b06-059-04.png,30515,posed so as to cause doubt and confusion,40
/home/data/images/iam/lines/b06/b06-075/b06-075-04.png,68283,being a law unto themselves and opposing,40
/home/data/images/iam/lines/b06/b06-093/b06-093-05.png,40579,all nuclear strategy and weapons of mass,40
/home/data/images/iam/lines/c01/c01-009/c01-009-01.png,43676,compressed a long and sometimes rambling,40
/home/data/images/iam/lines/c02/c02-017/c02-017-09.png,44398,the miracle becomes exploited by a group,40
/home/data/images/iam/lines/c02/c02-030/c02-030-07.png,59067,recording his personal apocalypse of the,40
/home/data/images/iam/lines/c02/c02-082/c02-082-08.png,68115,well trounced by the critics wherever it,40
/home/data/images/iam/lines/c03/c03-000a/c03-000a-06.png,67666,this unity of conception and control are,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-06.png,87154,advantages to be derived from this unity,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-07.png,80202,of conception and control are everywhere,40
/home/data/images/iam/lines/c03/c03-016a/c03-016a-04.png,61455,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016d/c03-016d-04.png,81528,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016e/c03-016e-04.png,94544,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-021e/c03-021e-05.png,88343,who acts as a protector and comforter to,40
/home/data/images/iam/lines/c03/c03-081f/c03-081f-03.png,74848,in our minds about her if she remained a,40
/home/data/images/iam/lines/c03/c03-087a/c03-087a-03.png,61084,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087b/c03-087b-03.png,80467,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087c/c03-087c-05.png,73027,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-087d/c03-087d-06.png,80738,say whether or not the attempt succeeded,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-02.png,82474,to generate a melodramatic inevitability,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-03.png,74905,which left its central character and the,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-06.png,77538,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-096d/c03-096d-04.png,82867,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/c03/c03-096f/c03-096f-04.png,92264,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/e01/e01-032/e01-032-01.png,46394,threads may be reserved to bring a light,40
/home/data/images/iam/lines/e02/e02-021/e02-021-02.png,104825,needed at the top before the tapering is,40
/home/data/images/iam/lines/e02/e02-074/e02-074-05.png,50354,it enables results to be obtained fairly,40
/home/data/images/iam/lines/e02/e02-082/e02-082-07.png,85884,would unhesitatingly use a machine if it,40
/home/data/images/iam/lines/e04/e04-043/e04-043-06.png,71977,and an outboard motor with a comfortable,40
/home/data/images/iam/lines/e04/e04-083/e04-083-03.png,46980,to allow for the chines to rest in these,40
/home/data/images/iam/lines/e07/e07-012/e07-012-02.png,25189,praying mantis satisfies its voracity by,40
/home/data/images/iam/lines/e07/e07-072/e07-072-10.png,25433,bituminized paper pots which are used on,40
/home/data/images/iam/lines/e07/e07-076/e07-076-08.png,26340,smaller ones and are not normally thrown,40
/home/data/images/iam/lines/e07/e07-083/e07-083-03.png,24702,young man was so wholehearted about this,40
/home/data/images/iam/lines/e07/e07-090/e07-090-08.png,28039,suitable container available in quantity,40
/home/data/images/iam/lines/e07/e07-101/e07-101-06.png,21822,is that soil blocks can only be used for,40
/home/data/images/iam/lines/f01/f01-053/f01-053-01.png,35352,vocabulary to work on the existing store,40
/home/data/images/iam/lines/f02/f02-033/f02-033-09.png,43378,he had made into the problems that beset,40
/home/data/images/iam/lines/f02/f02-038/f02-038-03.png,32852,of the problems of men and women nearing,40
/home/data/images/iam/lines/g01/g01-000/g01-000-06.png,43068,equipped and manned a fleet from his own,40
/home/data/images/iam/lines/g04/g04-003/g04-003-01.png,64170,a walk over the fields while we attended,40
/home/data/images/iam/lines/g06/g06-042a/g06-042a-05.png,25088,known as homoeopathy had been brought to,40
/home/data/images/iam/lines/g06/g06-045m/g06-045m-04.png,24460,cultivated with extraordinary success in,40
/home/data/images/iam/lines/h04/h04-000/h04-000-05.png,67235,and of course with lower tax reliefs and,40
/home/data/images/iam/lines/r02/r02-078/r02-078-06.png,34666,intention of playing the dutiful citizen,40
/home/data/images/iam/lines/r03/r03-007/r03-007-06.png,21661,the hands of a lawyer and go away on her,40
/home/data/images/iam/lines/r03/r03-026/r03-026-07.png,42338,first thing she did was to make an offer,40
/home/data/images/iam/lines/r06/r06-053/r06-053-01.png,64963,an elderly farm labourer out for a shoot,40
/home/data/images/iam/lines/r06/r06-057/r06-057-04.png,69432,and beaches of earth pricked to blood by,40
/home/data/images/iam/lines/a01/a01-077u/a01-077u-07.png,40478,military aides to come up with the answer,41
/home/data/images/iam/lines/a01/a01-096u/a01-096u-09.png,46796,to render that service a hardship to poor,41
/home/data/images/iam/lines/a01/a01-102u/a01-102u-05.png,47655,needs an imaginative architect to improve,41
/home/data/images/iam/lines/a01/a01-132u/a01-132u-01.png,48335,being limited or an adjustment being made,41
